word;transcription;translation;class
quickly;[ʹkwıklı];быстро;adverb
quiet;[ʹkwaıət];тихий;adjective
quite;[kwaıt];довольно;adverb
radio;[ʹreıdıəʋ];радио;noun
rain;[reın];дождь;noun
rain;[reın];идет дождь;verb
read;[ri:d];читать;verb
reader;[ʹri:də];читатель;noun
reading;[ʹri:dıŋ];чтение;noun
ready;[ʹredı];готовый;adjective
real;[rıəl];реальный;adjective
really;[ʹrı(ə)lı];действительно;adverb
reason;[ʹri:z(ə)n];причина;noun
red;[red];красный;adjective
red;[red];красный цвет;noun
relax;[rıʹlæks];расслабиться;verb
remember;[rıʹmembə];помнить;verb
repeat;[rıʹpi:t];повторять;verb
report;[rıʹpɔ:t];доклад;noun
restaurant;[ʹrest(ə)rɒŋ];ресторан;noun
result;[rıʹzʌlt];результат;noun
return;[rıʹtɜ:n];возвращение;noun
return;[rıʹtɜ:n];вернуться;verb
rice;[raıs];рис;noun
rich;[rıtʃ];богатый;adjective
ride;[raıd];ездить;verb
right;[raıt];правый;adjective
right;[raıt];прямо;adverb
right;[raıt];право;noun
river;[ʹrıvə];река;noun
road;[rəʋd];дорога;noun
room;[ru(:)m];комната;noun
routine;[ru:ʹti:n];рутина;noun
rule;[ru:l];правило;noun
run;[rʌn];работать;verb
sad;[sæd];грустный;adjective
salad;[ʹsæləd];салат;noun
salt;[sɔ:lt];соль;noun
same;[seım];одинаковый;adjective
same;[seım];одинаково;adverb
same;[seım];тот же;pronoun
sandwich;[ʹsænwıdʒ];сэндвич;noun
saturday;[ʹsætədı];суббота;noun
say;[seı];сказать;verb
school;[sku:l];школа;noun
science;[ʹsaıəns];наука;noun
scientist;[ʹsaıəntıst];ученый;noun
sea;[si:];море;noun
second;[ʹsekənd];второй;determiner
second;[ʹsekənd];секунда;noun
second;[ʹsekənd];второй;ordinal number
section;[ʹsekʃ(ə)n];раздел;noun
see;[si:];видеть;verb
sell;[sel];продавать;verb
send;[send];отправить;verb
sentence;[ʹsentəns];предложение;noun
september;[sepʹtembə];сентябрь;noun
seven;[ʹsev(ə)n];семь;number
seventeen;[͵sev(ə)nʹti:n];семнадцать;number
seventy;[ʹsev(ə)ntı];семьдесят;number
share;[ʃeə];поделиться;verb
she;[ʃi:];он;pronoun
sheep;[ʃi:p];овцы;noun
shirt;[ʃɜ:t];рубашка;noun
shoe;[ʃu:];обувь;noun
shop;[ʃɒp];магазин;noun
shop;[ʃɒp];делать покупки;verb
shopping;[ʹʃɒpıŋ];покупка;noun
short;[ʃɔ:t];короткий;adjective
should;[ʃʋd];следует;modal verb
show;[ʃəʋ];шоу;noun
show;[ʃəʋ];показать;verb
shower;[ʹʃaʋə];душ;noun
sick;[sık];больной;adjective
similar;[ʹsım(ə)lə];аналогичный;adjective
sing;[sıŋ];петь;verb
singer;[ʹsıŋə];певец;noun
sister;[ʹsıstə];сестра;noun
sit;[sıt];сидеть;verb
situation;[͵sıtʃʋʹeıʃ(ə)n];ситуация;noun
six;[sıks];шесть;number
sixteen;[͵sıkʹsti:n];шестнадцать;number
sixty;[ʹsıkstı];шестьдесят;number
skill;[skıl];навык;noun
skirt;[skɜ:t];юбка;noun
sleep;[sli:p];спать;verb
slow;[sləʋ];медленный;adjective
small;[smɔ:l];небольшой;adjective
snake;[sneık];змей;noun
snow;[snəʋ];снег;noun
snow;[snəʋ];идет снег;verb
so;[səʋ];так;adverb
so;[səʋ];чтобы;conjunction
some;[sʌm];некоторые;determiner
some;[sʌm];некоторые;pronoun
somebody;[ʹsʌmbədı];кое-кто;pronoun
someone;[ʹsʌmwʌn];кто-либо;pronoun
something;[ʹsʌmθıŋ];кое-что;pronoun
sometimes;[ʹsʌmtaımz];иногда;adverb
son;[sʌn];сын;noun
song;[sɒŋ];песня;noun
soon;[su:n];вскоре;adverb
sorry;[ʹsɒrı];жалкий;adjective
sorry;[ʹsɒrı];простите;exclamation
sound;[saʋnd];звук;noun
sound;[saʋnd];звучать;verb
soup;[su:p];суп;noun
south;[saʋθ];южный;adjective
south;[saʋθ];южнее;adverb
south;[saʋθ];юг;noun
space;[speıs];пространство;noun
speak;[spi:k];говорить;verb
special;[ʹspeʃ(ə)l];специальный;adjective
spell;[spel];означать;verb
spelling;[ʹspelıŋ];написание;noun
spend;[spend];тратить;verb
sport;[spɔ:t];спорт;noun
spring;[sprıŋ];весна;noun
stand;[stænd];стоять;verb
star;[stɑ:];звезда;noun
start;[stɑ:t];начать;verb
statement;[ʹsteıtmənt];заявление;noun
station;[ʹsteıʃ(ə)n];станция;noun
stay;[steı];остаться;verb
still;[stıl];еще;adverb
stop;[stɒp];остановка;noun
stop;[stɒp];остановить;verb
story;[ʹstɔ:rı];история;noun
street;[stri:t];улица;noun
strong;[strɒŋ];сильный;adjective
student;[ʹstju:d(ə)nt];студент;noun
study;[ʹstʌdı];исследование;noun
study;[ʹstʌdı];изучать;verb
style;[staıl];стиль;noun
subject;[ʹsʌbdʒıkt];предмет;noun
success;[səkʹses];успех;noun
sugar;[ʹʃʋgə];сахар;noun
summer;[ʹsʌmə];лето;noun
sun;[sʌn];солнце;noun
sunday;[ʹsʌndı];воскресенье;noun
supermarket;[ʹs(j)u:pə͵mɑ:kıt];супермаркет;noun
sure;[ʃʋə];уверенный;adjective
sweater;[ʹswetə];свитер;noun
swim;[swım];плавать;verb
swimming;[ʹswımıŋ];плавание;noun
t-shirt;[ti:]-[ʃɜ:t];футболка;noun
table;[ʹteıb(ə)l];стол;noun
take;[teık];взять;verb
talk;[tɔ:k];говорить;verb
tall;[tɔ:l];высокий;adjective
taxi;[ʹtæksı];такси;noun
tea;[ti:];чай;noun
teach;[ti:tʃ];научить;verb
teacher;[ʹti:tʃə];учитель;noun
team;[ti:m];команда;noun
teenager;['ti:neidʒə];подросток;noun
telephone;[ʹtelıfəʋn];телефон;noun
telephone;[ʹtelıfəʋn];позвонить;verb
television;[ʹtelı͵vıʒ(ə)n];телевидение;noun
tell;[tel];сказать;verb
ten;[ten];десять;number
tennis;[ʹtenıs];теннис;noun
terrible;[ʹterəb(ə)l];ужасный;adjective
test;[test];тест;noun
test;[test];проверить;verb
text;[tekst];текст;noun
than;[ðæn];более;conjunction
than;[ðæn];чем;preposition
thank;[θæŋk];поблагодарить;verb
thanks;[θæŋks];спасибо;exclamation
thanks;[θæŋks];благодарность;noun
that;[ðæt];чтобы;conjunction
that;[ðæt];тот;determiner
that;[ðæt];что;pronoun
the;[ðə];тот;definite article
theatre;[ʹθıətə];театр;noun
their;[ðeə];их;determiner
them;[ðem];их;pronoun
then;[ðen];затем;adverb
there;[ðeə];там;adverb
they;[ðeı];их;pronoun
thing;[θıŋ];вещь;noun
think;[θıŋk];думать;verb
third;[θɜ:d];третий;ordinal number
thirsty;[ʹθɜ:stı];жаждущий;adjective
thirteen;[͵θɜ:ʹti:n];тринадцать;number
thirty;[ʹθɜ:tı];тридцать;number
this;[ðıs];этот;determiner
this;[ðıs];он;pronoun
thousand;[ʹθaʋz(ə)nd];тысяча;number
three;[θri:];три;number
through;[θru:];путем;adverb
through;[θru:];посредством;preposition
thursday;[ʹθɜ:zdı];четверг;noun
ticket;[ʹtıkıt];билет;noun
time;[taım];время;noun
tired;[ʹtaıəd];усталый;adjective
title;[ʹtaıtl];название;noun
to;[tu:];(маркер инфинитива);infinitive marker
to;[tu:];к;preposition
today;[təʹdeı];днесь;adverb
today;[təʹdeı];сегодня;noun
together;[təʹgeðə];вместе;adverb
toilet;[ʹtɔılıt];туалет;noun
tomato;[təʹmɑ:təʋ];помидор;noun
tomorrow;[təʹmɒrəʋ];завтра;adverb
tomorrow;[təʹmɒrəʋ];завтра;noun
tonight;[təʹnaıt];сегодня вечером;adverb
tonight;[təʹnaıt];сегодняшний вечер;noun
too;[tu:];слишком;adverb
tooth;[tu:θ];зуб;noun
topic;[ʹtɒpık];тема;noun
tourist;[ʹtʋ(ə)rıst];турист;noun
town;[taʋn];город;noun
traffic;[ʹtræfık];трафик;noun
train;[treın];поезд;noun
travel;[ʹtræv(ə)l];путешествие;noun
travel;[ʹtræv(ə)l];путешествовать;verb
tree;[tri:];дерево;noun
trip;[trıp];поездка;noun
trousers;[ʹtraʋzəz];брюки;noun
true;[tru:];истинный;adjective
try;[traı];попробовать;verb
tuesday;[ʹtju:zdı];во вторник;noun
turn;[tɜ:n];очередь;noun
turn;[tɜ:n];превратить;verb
tv;[tiːʹviː];телевизор;noun
twelve;[twelv];двенадцать;number
twenty;[ʹtwentı];двадцать;number
twice;[twaıs];дважды;adverb
two;[tu:];два;number
type;[taıp];тип;noun
umbrella;[ʌmʹbrelə];зонтик;noun
uncle;[ʹʌŋk(ə)l];дядя;noun
under;[ʹʌndə];менее;adverb
under;[ʹʌndə];под;preposition
understand;[͵ʌndəʹstænd];понимать;verb
university;[͵ju:nıʹvɜ:sıtı];университет;noun
until;[ʌnʹtıl];пока не;conjunction
until;[ʌnʹtıl];до;preposition
up;[ʌp];там;adverb
up;[ʌp];на;preposition
upstairs;[͵ʌpʹsteəz];наверху;adverb
us;[ʌs];нас;pronoun
use;[ju:s];использовать;verb
useful;[ʹju:sf(ə)l];полезный;adjective
usually;[ʹju:ʒʋəlı];обычно;adverb
vacation;[vəʹkeıʃ(ə)n];отпуск;noun
vegetable;[ʹvedʒ(ı)təb(ə)l];овощ;noun
very;[ʹverı];очень;adverb
video;[ʹvıdıəʋ];видео;noun
village;[ʹvılıdʒ];деревня;noun
visit;[ʹvızıt];визит;noun
visit;[ʹvızıt];посетить;verb
visitor;[ʹvızıtə];посетитель;noun
wait;[weıt];ждать;verb
waiter;[ʹweıtə];официант;noun
wake;[weık];проснуться;verb
walk;[wɔ:k];прогулка;noun
walk;[wɔ:k];ходить;verb
wall;[wɔ:l];стена;noun
want;[wɒnt];хотеть;verb
warm;[wɔ:m];теплый;adjective
wash;[wɒʃ];мыть;verb
watch;[wɒtʃ];часы;noun
watch;[wɒtʃ];смотреть;verb
water;[ʹwɔ:tə];вода;noun
way;[weı];способ;noun
we;[wi:];мы;pronoun
wear;[weə];носить;verb
weather;[ʹweðə];погода;noun
website;['websait];сайт;noun
wednesday;[ʹwenzdı];среда;noun
week;[wi:k];неделя;noun
weekend;[͵wi:kʹend];выходные;noun
welcome;[ʹwelkəm];желанный;adjective
welcome;[ʹwelkəm];добро пожаловать;exclamation
welcome;[ʹwelkəm];приветствовать;verb
well;[wel];хороший;adjective
well;[wel];хорошо;adverb
well;[wel];прекрасно;exclamation
west;[west];западный;adjective
west;[west];западнее;adverb
west;[west];запад;noun
what;[wɒt];что;determiner
what;[wɒt];кем;pronoun
when;[wen];как только;adverb
when;[wen];когда;conjunction
when;[wen];при;pronoun
where;[weə];где;adverb
where;[weə];если;conjunction
which;[wıtʃ];который;determiner
which;[wıtʃ];который;pronoun
white;[waıt];белый;adjective
white;[waıt];белая;noun
who;[hu:];который;pronoun
why;[waı];почему;adverb
wife;[waıf];жена;noun
will;[wıl];будет;modal verb
win;[wın];выиграть;verb
window;[ʹwındəʋ];окно;noun
wine;[waın];вино;noun
winter;[ʹwıntə];зима;noun
with;[wıð];со;preposition
without;[wıʹðaʋt];без;preposition
woman;[ʹwʋmən];женщина;noun
wonderful;[ʹwʌndəf(ə)l];замечательный;adjective
word;[wɜ:d];слово;noun
work;[wɜ:k];работа;noun
work;[wɜ:k];работать;verb
worker;[ʹwɜ:kə];работник;noun
world;[wɜ:ld];мир;noun
would;[wʋd];бы;modal verb
write;[raıt];писать;verb
writer;[ʹraıtə];писатель;noun
writing;[ʹraıtıŋ];написание;noun
wrong;[rɒŋ];неправильный;adjective
yeah;[jeə];ага;exclamation
year;[jıə];год;noun
yellow;[ʹjeləʋ];желтый;adjective
yellow;[ʹjeləʋ];желтый цвет;noun
yes;[jes];да;exclamation
yesterday;[ʹjestədı];вчера;adverb
yesterday;[ʹjestədı];вчера;noun
you;[ju:];вы;pronoun
young;[jʌŋ];молодой;adjective
your;[jɔ:];твой;determiner
yourself;[jəʹself];себя;pronoun
