word;transcription;translation;class
reject;[ʹri:dʒekt];отвергать;verb
relate;[rıʹleıt];относиться;verb
related;[rıʹleıtıd];соответствующий;adjective
relation;[rıʹleıʃ(ə)n];отношение;noun
relative;[ʹrelətıv];относительный;adjective
relative;[ʹrelətıv];родственник;noun
relaxed;[rıʹlækst];расслабленный;adjective
relaxing;[rıʹlæksıŋ];расслабляющий;adjective
release;[rıʹli:s];освобождение;noun
release;[rıʹli:s];выпустить;verb
reliable;[rıʹlaıəb(ə)l];надежный;adjective
religion;[rıʹlıdʒ(ə)n];религия;noun
religious;[rıʹlıdʒəs];религиозный;adjective
remain;[rıʹmeın];оставаться;verb
remind;[rıʹmaınd];напомнить;verb
remote;[rıʹməʋt];удаленный;adjective
rent;[rent];аренда;noun
rent;[rent];арендовать;verb
repair;[rıʹpeə];ремонт;noun
repeat;[rıʹpi:t];повторение;noun
repeated;[rıʹpi:tıd];повторный;adjective
represent;[͵reprıʹzent];представлять;verb
request;[rıʹkwest];просить;verb
require;[rıʹkwaıə];требовать;verb
reservation;[͵rezəʹveıʃ(ə)n];оговорка;noun
resource;[rıʹzɔ:s];ресурс;noun
respect;[rıʹspekt];уважение;noun
respect;[rıʹspekt];уважать;verb
responsibility;[rı͵spɒnsəʹbılıtı];ответственность;noun
responsible;[rıʹspɒnsəb(ə)l];ответственный;adjective
result;[rıʹzʌlt];приводить;verb
retire;[rıʹtaıə];уйти;verb
retired;[rıʹtaıəd];отставной;adjective
revise;[rıʹvaız];пересмотреть;verb
rise;[raız];рост;noun
risk;[rısk];риск;noun
risk;[rısk];рисковать;verb
robot;[ʹrəʋbɒt];робот;noun
roll;[rəʋl];рулон;noun
roll;[rəʋl];катиться;verb
romantic;[rə(ʋ)ʹmæntık];романтический;adjective
rope;[rəʋp];веревка;noun
rough;[rʌf];грубый;adjective
row;[rəʋ];ряд;noun
royal;[ʹrɔıəl];королевский;adjective
rugby;[ʹrʌgbı];регби;noun
rule;[ru:l];править;verb
safety;[ʹseıftı];безопасность;noun
sail;[seıl];парус;noun
sailor;[ʹseılə];моряк;noun
sample;[ʹsɑ:mp(ə)l];образец;noun
sand;[sænd];песок;noun
scan;[skæn];сканировать;verb
scientific;[͵saıənʹtıfık];научный;adjective
script;[skrıpt];сценарий;noun
sculpture;[ʹskʌlptʃə];скульптура;noun
secondary;[ʹsekənd(ə)rı];вторичный;adjective
security;[sıʹkjʋ(ə)rıtı];безопасность;noun
seed;[si:d];семя;noun
sensible;[ʹsensəb(ə)l];разумный;adjective
separate;[ʹsep(ə)rıt];отделить;verb
seriously;[ʹsı(ə)rıəslı];серьезно;adverb
servant;[ʹsɜ:v(ə)nt];слуга;noun
set;[set];набор;noun
set;[set];установить;verb
setting;[ʹsetıŋ];настройка;noun
sex;[seks];пол;noun
sexual;[ʹsekʃʋəl];сексуальный;adjective
shake;[ʃeık];коктейль;noun
share;[ʃeə];доля;noun
sharp;[ʃɑ:p];резкий;adjective
shelf;[ʃelf];шельф;noun
shell;[ʃel];оболочка;noun
shift;[ʃıft];сдвиг;noun
shine;[ʃaın];сиять;verb
shiny;[ʹʃaını];блестящий;adjective
shoot;[ʃu:t];стрелять;verb
shy;[ʃaı];застенчивый;adjective
sight;[saıt];взгляд;noun
signal;[ʹsıgn(ə)l];сигнал;noun
signal;[ʹsıgn(ə)l];сигнализировать;verb
silent;[ʹsaılənt];молчаливый;adjective
silly;[ʹsılı];глупый;adjective
similarity;[͵sımıʹlærıtı];сходство;noun
similarly;[ʹsımıləlı];аналогично;adverb
simply;[ʹsımplı];только;adverb
since;[sıns];поскольку;adverb
sink;[sıŋk];тонуть;verb
slice;[slaıs];кусочек;noun
slice;[slaıs];нарезать;verb
slightly;[ʹslaıtlı];немного;adverb
slow;[sləʋ];замедлить;verb
smart;[smɑ:t];умный;adjective
smooth;[smu:ð];гладкий;adjective
software;[ʹsɒftweə];программа;noun
soil;[sɔıl];почва;noun
solid;[ʹsɒlıd];твердый;adjective
solid;[ʹsɒlıd];массив;noun
sort;[sɔ:t];разобраться;verb
southern;[ʹsʌðən];южный;adjective
specifically;[spıʹsıfık(ə)lı];специально;adverb
spending;[ʹspendıŋ];расходы;noun
spicy;[ʹspaısı];острый;adjective
spirit;[ʹspırıt];дух;noun
spoken;[ʹspəʋkən];разговорный;adjective
spot;[spɒt];место;noun
spread;[spred];распространиться;verb
stadium;[ʹsteıdıəm];стадион;noun
staff;[stɑ:f];сотрудник;noun
standard;[ʹstændəd];стандартный;adjective
standard;[ʹstændəd];стандарт;noun
state;[steıt];государственный;adjective
state;[steıt];заявить;verb
statistic;[stəʹtıstık];статистика;noun
statue;[ʹstætʃu:];статуя;noun
stick;[stık];палка;noun
stick;[stık];придерживаться;verb
still;[stıl];неподвижный;adjective
store;[stɔ:];хранить;verb
stranger;[ʹstreındʒə];незнакомец;noun
strength;[streŋθ];сила;noun
string;[strıŋ];строка;noun
strongly;[ʹstrɒŋlı];решительно;adverb
studio;[ʹstju:dıəʋ];студия;noun
stuff;[stʌf];вещь;noun
substance;[ʹsʌbstəns];вещество;noun
successfully;[səkʹsesʃ(ə)lı];успешно;adverb
sudden;[ʹsʌdn];внезапный;adjective
suffer;[ʹsʌfə];страдать;verb
suit;[s(j)u:t];подойти;verb
suitable;[ʹs(j)u:təb(ə)l];подходящий;adjective
summarize;[ʹsʌməraız];обобщить;verb
summary;[ʹsʌm(ə)rı];резюме;noun
supply;[səʹplaı];поставка;noun
supply;[səʹplaı];поставлять;verb
supporter;[səʹpɔ:tə];сторонник;noun
surely;[ʹʃʋəlı];наверняка;adverb
surface;[ʹsɜ:fıs];поверхность;noun
survive;[səʹvaıv];выжить;verb
swim;[swım];плавание;noun
switch;[swıtʃ];переключаться;verb
symptom;[ʹsımptəm];симптом;noun
tail;[teıl];хвост;noun
talent;[ʹtælənt];талант;noun
talented;[ʹtæləntıd];талантливый;adjective
tape;[teıp];лента;noun
tax;[tæks];налог;noun
tax;[tæks];облагать налогом;verb
technical;[ʹteknık(ə)l];технический;adjective
technique;[tekʹni:k];техника;noun
tend;[tend];иметь тенденцию;verb
tent;[tent];палатка;noun
that;[ðæt];именно;adverb
theirs;[ðeəz];их;pronoun
theme;[θi:m];тема;noun
theory;[ʹθı(ə)rı];теория;noun
therefore;[ʹðeəfɔ:];поэтому;adverb
this;[ðıs];вот;adverb
though;[ðəʋ];однако;adverb
though;[ðəʋ];хотя;conjunction
throat;[θrəʋt];горло;noun
throughout;[θru:ʹaʋt];повсюду;adverb
throughout;[θru:ʹaʋt];по всей;preposition
tight;[taıt];жесткий;adjective
till;[tıl];пока;conjunction
till;[tıl];до тех пор пока;preposition
tin;[tın];олово;noun
tiny;[ʹtaını];крошечный;adjective
tip;[tıp];склонить;verb
toe;[təʋ];палец;noun
tongue;[tʌŋ];язык;noun
total;[ʹtəʋtl];общий;adjective
total;[ʹtəʋtl];общая сумма;noun
totally;[ʹtəʋt(ə)lı];полностью;adverb
touch;[tʌtʃ];прикосновение;noun
tour;[tʋə];гастролировать;verb
trade;[treıd];торговля;noun
trade;[treıd];торговать;verb
translate;[trænzʹleıt];перевести;verb
translation;[trænzʹleıʃ(ə)n];перевод;noun
transport;[ʹtrænspɔ:t];перевозить;verb
treat;[tri:t];лечить;verb
treatment;[ʹtri:tmənt];лечение;noun
trend;[trend];тенденция;noun
trick;[trık];трюк;noun
trick;[trık];обмануть;verb
truth;[tru:θ];истина;noun
tube;[tju:b];трубка;noun
type;[taıp];ввести;verb
typically;[ʹtıpık(ə)lı];обычно;adverb
tyre;[ʹtaıə];шина;noun
ugly;[ʹʌglı];уродливый;adjective
unable;[ʌnʹeıb(ə)l];неспособный;adjective
uncomfortable;[ʌnʹkʌmf(ə)təb(ə)l];неудобный;adjective
underwear;[ʹʌndəweə];белье;noun
unemployed;[͵ʌnımʹplɔıd];безработный;adjective
unemployment;[͵ʌnımʹplɔıment];безработица;noun
unfair;[ʌnʹfeə];несправедливый;adjective
union;[ʹju:nıən];союз;noun
unless;[ʌnʹles];если;conjunction
unlike;[͵ʌnʹlaık];в отличие от;preposition
unlikely;[ʌnʹlaıklı];маловероятный;adjective
unnecessary;[ʌnʹnesəs(ə)rı];ненужный;adjective
unpleasant;[ʌnʹplez(ə)nt];неприятный;adjective
update;[ʹʌpdeıt];обновление;noun
update;[ʹʌpdeıt];обновить;verb
upon;[əʹpɒn];после;preposition
upset;[ʹʌpset];расстроенный;adjective
upset;[ʹʌpset];расстроить;verb
used;[ju:zd];используемый;adjective
valuable;[ʹvæljʋ(ə)b(ə)l];ценный;adjective
value;[ʹvælju:];стоимость;noun
various;[ʹve(ə)rıəs];различный;adjective
version;[ʹvɜ:ʃ(ə)n];версия;noun
victim;[ʹvıktım];жертва;noun
view;[vju:];считать;verb
viewer;[ʹvju:ə];зритель;noun
violent;[ʹvaıələnt];насильственный;adjective
volunteer;[͵vɒl(ə)nʹtıə];доброволец;noun
volunteer;[͵vɒl(ə)nʹtıə];вызваться;verb
vote;[vəʋt];голосование;noun
vote;[vəʋt];голосовать;verb
warm;[wɔ:m];согреть;verb
warn;[wɔ:n];предупредить;verb
warning;[ʹwɔ:nıŋ];предупреждение;noun
waste;[weıst];отработанный;adjective
waste;[weıst];отход;noun
waste;[weıst];тратить;verb
water;[ʹwɔ:tə];поливать;verb
wave;[weıv];махать;verb
weapon;[ʹwepən];оружие;noun
weigh;[weı];весить;verb
western;[ʹwestən];западный;adjective
whatever;[wɒʹtevə];любой;determiner
whatever;[wɒʹtevə];все;pronoun
whenever;[weʹnevə];каждый раз;conjunction
whether;[ʹweðə];ли;conjunction
while;[waıl];время;noun
whole;[həʋl];целое;noun
will;[wıl];воля;noun
win;[wın];победа;noun
wing;[wıŋ];крыло;noun
within;[wıʹðın];в течение;preposition
wonder;[ʹwʌndə];чудо;noun
wonder;[ʹwʌndə];задаваться вопросом;verb
wool;[wʋl];шерсть;noun
worldwide;[͵wɜ:ldʹwaıd];мировой;adjective
worldwide;[͵wɜ:ldʹwaıd];во всем мире;adverb
worry;[ʹwʌrı];беспокойство;noun
worse;[wɜ:s];хуже;adverb
worst;[wɜ:st];наиболее;adverb
worth;[wɜ:θ];достойный;adjective
written;[ʹrıtn];написанный;adjective
wrong;[rɒŋ];неправильно;adverb
yard;[jɑ:d];двор;noun
young;[jʌŋ];молодежь;noun
youth;[jʋθ];молодежь;noun
