word;transcription;translation;class
glorious;[ʹglɔ:rıəs];славный;adjective
glory;[ʹglɔ:rı];слава;noun
governance;[ʹgʌvənəns];управление;noun
grace;[greıs];благодать;noun
grasp;[grɑ:sp];понимание;noun
grasp;[grɑ:sp];понять;verb
grave;[greıv];серьезный;adjective
grave;[greıv];могила;noun
gravity;[ʹgrævıtı];гравитация;noun
grid;[grıd];сеть;noun
grief;[gri:f];горе;noun
grin;[grın];улыбка;noun
grin;[grın];улыбаться;verb
grind;[graınd];измельчить;verb
grip;[grıp];сцепление;noun
grip;[grıp];захватывать;verb
gross;[grəʋs];валовой;adjective
guerrilla;[gəʹrılə];партизан;noun
guidance;[ʹgaıd(ə)ns];руководство;noun
guilt;[gılt];вина;noun
gut;[gʌt];кишечник;noun
hail;[heıl];приветствовать;verb
halfway;[,hɑ:f'wei];на полпути;adverb
halt;[hɔ:lt];прекращение;noun
halt;[hɔ:lt];остановить;verb
handful;[ʹhændfʋl];горстка;noun
handling;[ʹhændlıŋ];обработка;noun
handy;[ʹhændı];удобный;adjective
harassment;[ʹhærəsmənt];домогательство;noun
hardware;[ʹhɑ:dweə];оборудование;noun
harmony;[ʹhɑ:mənı];гармония;noun
harsh;[hɑ:ʃ];суровый;adjective
harvest;[ʹhɑ:vıst];урожай;noun
harvest;[ʹhɑ:vıst];собирать;verb
hatred;[ʹheıtrıd];ненависть;noun
haunt;[hɔ:nt];преследовать;verb
hazard;[ʹhæzəd];опасность;noun
heighten;[haıtn];усилить;verb
heritage;[ʹherıtıdʒ];наследие;noun
hierarchy;[ʹhaı(ə)rɑ:kı];иерархия;noun
high-profile;[haı]-[ʹprəʋfaıl];громкий;adjective
hint;[hınt];подсказка;noun
hint;[hınt];намекать;verb
homeland;[ʹhəʋmlənd];родина;noun
hook;[hʋk];зацепить;verb
hopeful;[ʹhəʋpf(ə)l];обнадеживающий;adjective
horizon;[həʹraız(ə)n];горизонт;noun
horn;[hɔ:n];рог;noun
hostage;[ʹhɒstıdʒ];заложник;noun
hostile;[ʹhɒstaıl];враждебный;adjective
hostility;[hɒʹstılıtı];враждебность;noun
humanitarian;[hju:͵mænıʹte(ə)rıən];гуманитарный;adjective
humanity;[hjʋʹmænıtı];человечество;noun
humble;[ʹhʌmb(ə)l];скромный;adjective
hydrogen;[ʹhaıdrədʒ(ə)n];водород;noun
identification;[aı͵dentıfıʹkeıʃ(ə)n];идентификация;noun
ideological;[,aidiə'lɔdʒik(əl)];идеологический;adjective
ideology;[͵aıdıʹɒlədʒı];идеология;noun
idiot;[ʹıdıət];идиот;noun
ignorance;[ʹıgnərəns];невежество;noun
imagery;[ʹımıdʒ(ə)rı];изображение;noun
immense;[ıʹmens];огромный;adjective
imminent;[ʹımınənt];неизбежный;adjective
implementation;[͵ımplımənʹteıʃ(ə)n];осуществление;noun
imprison;[ımʹprız(ə)n];заключить;verb
imprisonment;[ımʹprız(ə)nmənt];лишения свободы;noun
inability;[͵ınəʹbılıtı];неспособность;noun
inadequate;[ınʹædıkwıt];неадекватный;adjective
inappropriate;[͵ınəʹprəʋprııt];неуместный;adjective
incidence;[ʹınsıd(ə)ns];заболеваемость;noun
inclined;[ınʹklaınd];склонный;adjective
inclusion;[ınʹklu:ʒ(ə)n];включение;noun
incur;[ınʹkɜ:];нести;verb
indicator;[ʹındıkeıtə];показатель;noun
indictment;[ınʹdaıtmənt];обвинение;noun
indigenous;[ınʹdıdʒ(ə)nəs];коренной;adjective
induce;[ınʹdju:s];вызвать;verb
indulge;[ınʹdʌldʒ];предаваться;verb
inequality;[͵ınıʹkwɒlıtı];неравенство;noun
infamous;[ʹınfəməs];печально известный;adjective
infant;[ʹınfənt];ребенок;noun
infect;[ınʹfekt];заразить;verb
inflict;[ınʹflıkt];нанести;verb
influential;[͵ınflʋʹenʃ(ə)l];влиятельный;adjective
inherent;[ınʹhı(ə)rənt];присущий;adjective
inhibit;[ınʹhıbıt];ингибировать;verb
initiate;[ıʹnıʃııt];инициировать;verb
inject;[ınʹdʒekt];вводить;verb
injection;[ınʹdʒekʃ(ə)n];инъекция;noun
injustice;[ınʹdʒʌstıs];несправедливость;noun
inmate;[ʹınmeıt];заключенный;noun
insertion;[͵ınʹsɜ:ʃ(ə)n];вставка;noun
insider;[ınʹsaıdə];инсайдер;noun
inspect;[ınʹspekt];осмотреть;verb
inspection;[ınʹspekʃ(ə)n];инспекция;noun
inspiration;[͵ınspıʹreıʃ(ə)n];вдохновение;noun
instinct;[ʹınstıŋkt];инстинкт;noun
institutional;[͵ınstıʹtju:ʃ(ə)nəl];институциональный;adjective
instruct;[ınʹstrʌkt];поручить;verb
instrumental;[͵ınstrəʹment(ə)l];инструментальный;adjective
insufficient;[͵ınsəʹfıʃ(ə)nt];недостаточный;adjective
insult;[ʹınsʌlt];оскорбление;noun
insult;[ʹınsʌlt];оскорблять;verb
intact;[ınʹtækt];нетронутый;adjective
intake;[ʹınteık];потребление;noun
integral;[ʹıntıgrəl];интегральный;adjective
integrated;[ʹıntıgreıtıd];комплексный;adjective
integration;[͵ıntıʹgreıʃ(ə)n];интеграция;noun
integrity;[ınʹtegrıtı];целостность;noun
intellectual;[͵ıntıʹlektʃʋəl];интеллектуал;noun
intensify;[ınʹtensıfaı];активизировать;verb
intensity;[ınʹtensıtı];интенсивность;noun
intensive;[ınʹtensıv];интенсивный;adjective
intent;[ınʹtent];намерение;noun
interactive;[͵ıntəʹræktıv];интерактивный;adjective
interface;[ʹıntəfeıs];интерфейс;noun
interfere;[͵ıntəʹfıə];вмешиваться;verb
interference;[͵ıntəʹfı(ə)rəns];вмешательство;noun
interim;[ʹıntərım];временный;adjective
interior;[ınʹtı(ə)rıə];внутренний;adjective
interior;[ınʹtı(ə)rıə];интерьер;noun
intermediate;[͵ıntəʹmi:dıət];промежуточный;adjective
intervene;[͵ıntəʹvi:n];вмешаться;verb
intervention;[͵ıntəʹvenʃ(ə)n];вмешательство;noun
intimate;[ʹıntımıt];интимный;adjective
intriguing;[ınʹtri:gıŋ];интригующий;adjective
investigator;[ınʹvestıgeıtə];следователь;noun
invisible;[ınʹvızəb(ə)l];невидимый;adjective
invoke;[ınʹvəʋk];ссылаться на;verb
involvement;[ınʹvɒlvmənt];участие;noun
ironic;[ai'rɔnik(əl)];ироничный;adjective
ironically;[aıʹrɒnık(ə)lı];по иронии судьбы;adverb
irony;[ʹaı(ə)rənı];ирония;noun
irrelevant;[ıʹrelıv(ə)nt];неуместный;adjective
isolation;[͵aısəʹleıʃ(ə)n];изоляция;noun
judicial;[dʒu:ʹdıʃ(ə)l];судебный;adjective
junction;[ʹdʒʌŋkʃ(ə)n];стык;noun
jurisdiction;[͵dʒʋ(ə)rısʹdıkʃ(ə)n];юрисдикция;noun
just;[dʒʌst];справедливый;adjective
justification;[͵dʒʌstıfıʹkeıʃ(ə)n];оправдание;noun
kidnap;[ʹkıdnæp];похитить;verb
kidney;[ʹkıdnı];почка;noun
kingdom;[ʹkıŋdəm];царство;noun
lad;[læd];парень;noun
landlord;[ʹlændlɔ:d];арендодатель;noun
landmark;[ʹlændmɑ:k];достопримечательность;noun
lap;[læp];круг;noun
large-scale;[lɑ:dʒ]-[skeıl];масштабный;adjective
laser;[ʹleızə];лазер;noun
latter;[ʹlætə];последний;adjective
latter;[ʹlætə];последний;noun
lawn;[lɔ:n];газон;noun
lawsuit;[ʹlɔ:sju:t];иск;noun
layout;[ʹleıaʋt];макет;noun
leak;[li:k];утечка;noun
leak;[li:k];просачиваться;verb
leap;[li:p];скачок;noun
leap;[li:p];прыгать;verb
legacy;[ʹlegəsı];наследие;noun
legendary;[ʹledʒ(ə)nd(ə)rı];легендарный;adjective
legislation;[͵ledʒısʹleıʃ(ə)n];законодательство;noun
legislative;[ʹledʒıslətıv];законодательный;adjective
legislature;[ʹledʒısleıtʃə];законодательный орган;noun
legitimate;[lıʹdʒıtımıt];законный;adjective
lengthy;[ʹleŋθı];длительный;adjective
lesbian;[ʹlezbıən];лесбийский;adjective
lesser;[ʹlesə];меньший;adjective
lethal;[ʹli:θ(ə)l];смертельный;adjective
liable;[ʹlaıəb(ə)l];ответственный;adjective
liberal;[ʹlıb(ə)rəl];либеральный;adjective
liberal;[ʹlıb(ə)rəl];либерал;noun
liberation;[͵lıbəʹreıʃ(ə)n];освобождение;noun
liberty;[ʹlıbətı];свобода;noun
license;[ʹlaıs(ə)ns];лицензировать;verb
lifelong;[ʹlaıflɒŋ];пожизненный;adjective
likelihood;[ʹlaıklıhʋd];вероятность;noun
limb;[lım];конечность;noun
line-up;[laın]-[ʌp];состав;noun
linear;[ʹlınıə];линейный;adjective
linger;[ʹlıngə];задерживаться;verb
listing;[ʹlıstıŋ];список;noun
literacy;[ʹlıt(ə)rəsı];грамотность;noun
liver;[ʹlıvə];печень;noun
lobby;[ʹlɒbı];лобби;noun
lobby;[ʹlɒbı];лоббировать;verb
log;[lɒg];журнал;noun
log;[lɒg];войти;verb
logic;[ʹlɒdʒık];логика;noun
long-standing;[lɒŋ]-[ʹstændıŋ];давний;adjective
long-time;[lɒŋ]-[taım];давний;adjective
loom;[lu:m];маячить;verb
loop;[lu:p];петля;noun
loyalty;[ʹlɔıəltı];лояльность;noun
machinery;[məʹʃi:n(ə)rı];механизм;noun
magical;[ʹmædʒık(ə)l];волшебный;adjective
magistrate;[ʹmædʒıstr(e)ıt];магистрат;noun
magnetic;[mægʹnetık];магнитный;adjective
magnitude;[ʹmægnıtju:d];величина;noun
mainland;[ʹmeınlənd];материк;noun
mainstream;[ʹmeınstri:m];основной;adjective
mainstream;[ʹmeınstri:m];мейнстрим;noun
maintenance;[ʹmeınt(ə)nəns];поддержание;noun
mandate;[ʹmændeıt];мандат;noun
mandatory;[ʹmændət(ə)rı];обязательный;adjective
manifest;[ʹmænıfest];проявляться;verb
manipulate;[məʹnıpjʋleıt];манипулировать;verb
manipulation;[mə͵nıpjʋʹleıʃ(ə)n];манипуляция;noun
manuscript;[ʹmænjʋskrıpt];рукопись;noun
march;[mɑ:tʃ];март;noun
march;[mɑ:tʃ];идти;verb
marginal;[ʹmɑ:dʒınl];маргинальный;adjective
marine;[məʹri:n];морской;adjective
marketplace;[ʹmɑ:kıtpleıs];рынок;noun
mask;[mɑ:sk];маска;noun
massacre;[ʹmæsəkə];резня;noun
mathematical;[mæθıʹmætık(ə)l];математический;adjective
mature;[məʹtʃʋə];зрелый;adjective
mature;[məʹtʃʋə];созревать;verb
maximize;[ʹmæksımaız];максимизировать;verb
meaningful;[ʹmi:nıŋf(ə)l];значимый;adjective
meantime;[ʹmi:n͵taım];момент;noun
medieval;[͵medıʹi:v(ə)l];средневековый;adjective
meditation;[ʹmedıʹteıʃ(ə)n];медитация;noun
melody;[ʹmelədı];мелодия;noun
memo;[ʹmeməʋ];записка;noun
memoir;[ʹmemwɑ:];мемуары;noun
memorial;[mıʹmɔ:rıəl];мемориал;noun
mentor;[ʹmentə];наставник;noun
merchant;[ʹmɜ:tʃ(ə)nt];купец;noun
mercy;[ʹmɜ:sı];милосердие;noun
mere;[mıə];простой;adjective
merely;[ʹmıəlı];просто;adverb
merge;[mɜ:dʒ];сливаться;verb
merger;[ʹmɜ:dʒə];слияние;noun
merit;[ʹmerıt];заслуга;noun
methodology;[͵meθəʹdɒlədʒı];методология;noun
midst;[mıdst];середина;noun
migration;[maıʹgreıʃ(ə)n];миграция;noun
militant;[ʹmılıt(ə)nt];воинствующий;adjective
militant;[ʹmılıt(ə)nt];боевик;noun
militia;[mıʹlıʃə];ополчение;noun
mill;[mıl];мельница;noun
minimal;[ʹmınım(ə)l];минимальный;adjective
minimize;[ʹmınımaız];минимизировать;verb
mining;[ʹmaınıŋ];майнинг;noun
ministry;[ʹmınıstrı];министерство;noun
minute;[ʹmınıt];минутный;adjective
miracle;[ʹmırək(ə)l];чудо;noun
misery;[ʹmız(ə)rı];страдание;noun
misleading;[mısʹli:dıŋ];обманчивый;adjective
missile;[ʹmısaıl];ракета;noun
mob;[mɒb];толпа;noun
mobility;[məʋʹbılıtı];мобильность;noun
mobilize;[ʹməʋbılaız];мобилизовать;verb
moderate;[ʹmɒd(ə)rıt];умеренный;adjective
modification;[͵mɒdıfıʹkeıʃ(ə)n];модификация;noun
momentum;[mə(ʋ)ʹmentəm];импульс;noun
monk;[mʌŋk];монах;noun
monopoly;[məʹnɒp(ə)lı];монополия;noun
morality;[məʹrælıtı];мораль;noun
motive;[ʹməʋtıv];мотив;noun
motorist;[ʹməʋt(ə)rıst];автомобилист;noun
municipal;[mju:ʹnısıp(ə)l];муниципальный;adjective
mutual;[ʹmju:tʃʋəl];взаимный;adjective
namely;[ʹneımlı];а именно;adverb
nationwide;[ʹneıʃ(ə)nwaıd];общенациональный;adjective
naval;[ʹneıv(ə)l];военно-морской;adjective
neglect;[nıʹglekt];пренебрежение;noun
neglect;[nıʹglekt];пренебрегать;verb
neighbouring;[ʹneıb(ə)rıŋ];соседний;adjective
nest;[nest];гнездо;noun
net;[net];чистый;adjective
newsletter;[ʹnju:z͵letə];информационный бюллетень;noun
niche;[nıtʃ];ниша;noun
noble;[ʹnəʋb(ə)l];благородный;adjective
nod;[nɒd];кивать;verb
nominate;[ʹnɒmınıt];назначить;verb
nomination;[͵nɒmıʹneıʃ(ə)n];номинация;noun
nominee;[͵nɒmıʹni:];кандидат;noun
non-profit;[nɔn]-[ʹprɒfıt];некоммерческий;adjective
nonetheless;[͵nʌnðəʹles];тем не менее;adverb
nonsense;[ʹnɒns(ə)ns];ерунда;noun
noon;[nu:n];полдень;noun
notable;[ʹnəʋtəb(ə)l];заметный;adjective
notably;[ʹnəʋtəblı];в частности;adverb
notify;[ʹnəʋtıfaı];уведомить;verb
notorious;[nə(ʋ)ʹtɔ:rıəs];пресловутый;adjective
novel;[ʹnɒv(ə)l];новый;adjective
nursery;[ʹnɜ:s(ə)rı];детская;noun
objection;[əbʹdʒekʃ(ə)n];возражение;noun
oblige;[əʹblaıdʒ];обязывать;verb
obsess;[əbʹses];зацикливаться;verb
obsession;[əbʹseʃ(ə)n];одержимость;noun
occasional;[əʹkeıʒ(ə)nəl];случайный;adjective
occurrence;[əʹkʌrəns];возникновение;noun
odds;[ɒdz];шансы;noun
offering;[ʹɒf(ə)rıŋ];предложение;noun
offspring;[ʹɒf͵sprıŋ];потомство;noun
operational;[͵ɒpəʹreıʃ(ə)nəl];оперативный;adjective
opt;[ɒpt];выбрать;verb
optical;[ʹɒptık(ə)l];оптический;adjective
optimism;[ʹɒptımız(ə)m];оптимизм;noun
oral;[ʹɔ:rəl];устный;adjective
organizational;[͵ɔ:gənaıʹzeıʃ(ə)nəl];организационный;adjective
orientation;[͵ɔ:rıənʹteıʃ(ə)n];ориентация;noun
originate;[əʹrıdʒıneıt];происходить;verb
outbreak;[ʹaʋtbreık];вспышка;noun
outing;[ʹaʋtıŋ];прогулка;noun
outlet;[ʹaʋtlet];выход;noun
outlook;[ʹaʋtlʋk];перспектива;noun
outrage;[ʹaʋtreıdʒ];возмущение;noun
outrage;[ʹaʋtreıdʒ];возмутить;verb
outsider;[aʋtʹsaıdə];аутсайдер;noun
overlook;[ʹəʋvəlʋk];упускать из виду;verb
overly;[ʹəʋvəlı];чрезмерно;adverb
oversee;[͵əʋvəʹsi:];контролировать;verb
overturn;[ʹəʋvətɜ:n];отменить;verb
overwhelm;[͵əʋvəʹwelm];подавлять;verb
overwhelming;[͵əʋvəʹwelmıŋ];подавляющий;adjective
pad;[pæd];панель;noun
parameter;[pəʹræmıtə];параметр;noun
parental;[pəʹrentl];родительский;adjective
parish;[ʹpærıʃ];приход;noun
parliamentary;[͵pɑ:ləʹment(ə)rı];парламентский;adjective
partial;[ʹpɑ:ʃ(ə)l];частичный;adjective
partially;[ʹpɑ:ʃ(ə)lı];частично;adverb
passing;[ʹpɑ:sıŋ];прохождение;noun
passive;[ʹpæsıv];пассивный;adjective
pastor;[ʹpɑ:stə];пастор;noun
patch;[pætʃ];патч;noun
patent;[ʹpeıt(ə)nt];патент;noun
pathway;[ʹpɑ:θweı];путь;noun
patrol;[pəʹtrəʋl];патруль;noun
patrol;[pəʹtrəʋl];патрулировать;verb
patron;[ʹpeıtrən];покровитель;noun
peak;[pi:k];пик;noun
peasant;[ʹpez(ə)nt];крестьянин;noun
peculiar;[pıʹkju:lıə];своеобразный;adjective
persist;[pəʹsıst];сохраняться;verb
persistent;[pəʹsıstənt];постоянный;adjective
personnel;[͵pɜ:səʹnel];персонал;noun
petition;[pıʹtıʃ(ə)n];петиция;noun
philosopher;[fıʹlɒsəfə];философ;noun
philosophical;[,filə'sɔfik(əl)];философский;adjective
physician;[fıʹzıʃ(ə)n];врач;noun
pioneer;[͵paıəʹnıə];пионер;noun
pioneer;[͵paıəʹnıə];быть пионером;verb
pipeline;[ʹpaıplaın];трубопровод;noun
pirate;[ʹpaı(ə)rət];пират;noun
pit;[pıt];яма;noun
plea;[pli:];просьба;noun
plead;[pli:d];просить;verb
pledge;[pledʒ];залог;noun
pledge;[pledʒ];обещать;verb
plug;[plʌg];вилка;noun
plug;[plʌg];подключить;verb
plunge;[plʌndʒ];окунуться;verb
pole;[pəʋl];полюс;noun
poll;[pəʋl];опрос;noun
pond;[pɒnd];пруд;noun
pop;[pɒp];появляться;verb
portfolio;[pɔ:tʹfəʋlıəʋ];портфель;noun
portray;[ʹpɔ:treı];изобразить;verb
post-war;[pəʋst]-[wɔ:];послевоенный;adjective
postpone;[pə(ʋ)ʹspəʋn];отложить;verb
practitioner;[prækʹtıʃ(ə)nə];практик;noun
preach;[pri:tʃ];проповедовать;verb
precedent;[ʹpresıd(ə)nt];прецедент;noun
precision;[prıʹsıʒ(ə)n];точность;noun
predator;[ʹpredətə];хищник;noun
predecessor;[ʹpri:dısesə];предшественник;noun
predominantly;[pri'dɔminəntli];преимущественно;adverb
pregnancy;[ʹpregnənsı];беременность;noun
prejudice;[ʹpredʒədıs];предрассудок;noun
preliminary;[prıʹlımın(ə)rı];предварительный;adjective
premier;[ʹpremıə];ведущий;adjective
premise;[ʹpremıs];предпосылка;noun
premium;[ʹpri:mıəm];премия;noun
prescribe;[prıʹskraıb];назначить;verb
prescription;[prıʹskrıpʃ(ə)n];рецепт;noun
presently;[ʹprez(ə)ntlı];в настоящее время;adverb
preservation;[͵prezəʹveıʃ(ə)n];сохранение;noun
preside;[prıʹzaıd];председательствовать;verb
presidency;[ʹprezıd(ə)nsı];президентство;noun
presidential;[͵prezıʹdenʃ(ə)l];президентский;adjective
prestigious;[preʹstıdʒəs];престижный;adjective
presumably;[prıʹzju:məblı];предположительно;adverb
presume;[prıʹzju:m];полагать;verb
prevail;[prıʹveıl];преобладать;verb
prevalence;[ʹprevələns];распространенность;noun
prevention;[prıʹvenʃ(ə)n];профилактика;noun
prey;[preı];добыча;noun
principal;[ʹprınsıp(ə)l];директор;noun
privatization;[͵praıvətaıʹzeıʃ(ə)n];приватизация;noun
privilege;[ʹprıvılıdʒ];привилегия;noun
probe;[prəʋb];зонд;noun
probe;[prəʋb];исследовать;verb
problematic;[͵prɒbləʹmætık];проблематичный;adjective
proceeding;[prəʹsi:dıŋ];производство;noun
proceeds;[ʹprəʋsi:dz];доход;noun
processing;[ʹprəʋsesıŋ];обработка;noun
processor;[ʹprəʋsesə];процессор;noun
proclaim;[prəʹkleım];провозглашать;verb
productive;[prəʹdʌktıv];продуктивный;adjective
productivity;[͵prɒdʌkʹtıvıtı];производительность;noun
profitable;[ʹprɒfıtəb(ə)l];прибыльный;adjective
profound;[prəʹfaʋnd];глубокий;adjective
projection;[prəʹdʒekʃ(ə)n];проекция;noun
prominent;[ʹprɒmınənt];видный;adjective
pronounced;[prəʹnaʋnst];выраженный;adjective
propaganda;[͵prɒpəʹgændə];пропаганда;noun
proposition;[͵prɒpəʹzıʃ(ə)n];предложение;noun
prosecute;[ʹprɒsıkju:t];преследовать;verb
prosecution;[͵prɒsıʹkju:ʃ(ə)n];обвинение;noun
prosecutor;[ʹprɒsıkju:tə];прокурор;noun
prospective;[prəʹspektıv];потенциальный;adjective
prosperity;[prɒʹsperıtı];процветание;noun
protective;[prəʹtektıv];защитный;adjective
protocol;[ʹprəʋtəkɒl];протокол;noun
province;[ʹprɒvıns];провинция;noun
provincial;[prəʹvınʃ(ə)l];провинциальный;adjective
provision;[prəʹvıʒ(ə)n];положение;noun
provoke;[prəʹvəʋk];спровоцировать;verb
psychiatric;[,saiki'ætrik(əl)];психиатрический;adjective
pulse;[pʌls];пульс;noun
pump;[pʌmp];насос;noun
pump;[pʌmp];перекачивать;verb
punch;[pʌntʃ];удар;noun
punch;[pʌntʃ];ударить;verb
query;[ʹkwı(ə)rı];запрос;noun
quest;[kwest];поиск;noun
quota;[ʹkwəʋtə];квота;noun
radar;[ʹreıdɑ:];радар;noun
radical;[ʹrædık(ə)l];радикальный;adjective
rage;[reıdʒ];ярость;noun
raid;[reıd];рейд;noun
raid;[reıd];громить;verb
rally;[ʹrælı];митинг;noun
rally;[ʹrælı];сплотить;verb
ranking;[ʹræŋkıŋ];рейтинг;noun
rape;[reıp];изнасилование;noun
rape;[reıp];изнасиловать;verb
ratio;[ʹreıʃıəʋ];соотношение;noun
rational;[ʹræl(ə)nəl];рациональный;adjective
ray;[reı];Рэй;noun
readily;[ʹredılı];легко;adverb
realization;[͵rıəlaıʹzeıʃ(ə)n];реализация;noun
realm;[relm];сфера;noun
rear;[rıə];задний;adjective
rear;[rıə];тыл;noun
reasoning;[ʹri:z(ə)nıŋ];рассуждение;noun
reassure;[͵ri:əʹʃʋə];успокоить;verb
rebel;[ʹreb(ə)l];мятежник;noun
rebellion;[rıʹbeljən];восстание;noun
recipient;[rıʹsıpıənt];получатель;noun
reconstruction;[͵ri:kənʹstrʌkʃ(ə)n];реконструкция;noun
recount;[rıʹkaʋnt];рассказать;verb
referendum;[͵refəʹrendəm];референдум;noun
reflection;[rıʹflekʃ(ə)n];отражение;noun
reform;[rıʹfɔ:m];реформа;noun
reform;[rıʹfɔ:m];реформировать;verb
refuge;[ʹrefju:dʒ];убежище;noun
refusal;[rıʹfju:z(ə)l];отказ;noun
regain;[rıʹgeın];восстановить;verb
regardless;[rıʹgɑ:dlıs];независимо от того;adverb
regime;[reıʹʒi:m];режим;noun
regulator;[ʹregʋleıtə];регулятор;noun
regulatory;['regjəleit(ə)ri];нормативный;adjective
rehabilitation;[͵ri:(h)əbılıʹteıʃ(ə)n];реабилитация;noun
reign;[reın];правление;noun
reign;[reın];царствовать;verb
rejection;[rıʹdʒekʃ(ə)n];отказ;noun
relevance;[ʹrelıv(ə)ns];актуальность;noun
reliability;[rı͵laıəʹbılıtı];надежность;noun
reluctant;[rıʹlʌktənt];неохотный;adjective
remainder;[rıʹmeındə];остаток;noun
remains;[rıʹmeınz];останки;noun
remedy;[ʹremıdı];средство;noun
reminder;[rıʹmaındə];напоминание;noun
removal;[rıʹmu:v(ə)l];удаление;noun
render;[ʹrendə];сделать;verb
renew;[rıʹnju:];возобновить;verb
renowned;[rıʹnaʋnd];известный;adjective
rental;[ʹrentl];аренда;noun
replacement;[rıʹpleısmənt];замена;noun
reportedly;[rıʹpɔ:tıdlı];по сообщениям;adverb
representation;[͵reprızenʹteıʃ(ə)n];представительство;noun
reproduce;[͵ri:prəʹdju:s];воспроизводить;verb
reproduction;[͵ri:prəʹdʌkʃ(ə)n];размножение;noun
republic;[rıʹpʌblık];республика;noun
resemble;[rıʹzemb(ə)l];напоминать;verb
reside;[rıʹzaıd];проживать;verb
residence;[ʹrezıd(ə)ns];резиденция;noun
residential;[͵rezıʹdenʃ(ə)l];жилой;adjective
residue;[ʹrezıdju:];остаток;noun
resignation;[͵rezıgʹneıʃ(ə)n];отставка;noun
resistance;[rıʹzıstəns];сопротивление;noun
respective;[rıʹspektıv];соответствующий;adjective
respectively;[rıʹspektıvlı];соответственно;adverb
restoration;[͵restəʹreıʃ(ə)n];восстановление;noun
restraint;[rıʹstreınt];сдержанность;noun
resume;[rıʹzju:m];возобновить;verb
retreat;[rıʹtri:t];отступление;noun
retreat;[rıʹtri:t];отступить;verb
retrieve;[rıʹtri:v];получить;verb
revelation;[͵revəʹleıʃ(ə)n];откровение;noun
revenge;[rıʹvendʒ];месть;noun
reverse;[rıʹvɜ:s];обратный;adjective
reverse;[rıʹvɜ:s];реверс;noun
reverse;[rıʹvɜ:s];изменить;verb
revival;[rıʹvaıv(ə)l];возрождение;noun
revive;[rıʹvaıv];возродить;verb
revolutionary;[͵revəʹlu:ʃən(ə)rı];революционный;adjective
rhetoric;[ʹretərık];риторика;noun
rifle;[ʹraıfʹ(ə)l];винтовка;noun
riot;[ʹraıət];бунт;noun
rip;[rıp];разорвать;verb
ritual;[ʹrıtʃʋəl];ритуал;noun
robust;[rəʹbʌst];надежный;adjective
rock;[rɒk];раскачивать;verb
rod;[rɒd];стержень;noun
rotate;[ʹrəʋteıt];вращаться;verb
rotation;[rəʋʹteıʃ(ə)n];вращение;noun
ruling;[ʹru:lıŋ];решение;noun
rumour;[ʹru:mə];слух;noun
sack;[sæk];уволить;verb
sacred;[ʹseıkrıd];священный;adjective
sacrifice;[ʹsækrıfaıs];жертва;noun
sacrifice;[ʹsækrıfaıs];пожертвовать;verb
saint;[seınt];святитель;noun
sake;[seık];благо;noun
sanction;[ʹsæŋkʃ(ə)n];санкция;noun
say;[seı];слово;noun
scattered;[ʹskætəd];рассеянный;adjective
sceptical;[ʹskeptık(ə)l];скептический;adjective
scope;[skəʋp];масштаб;noun
screw;[skru:];винт;noun
screw;[skru:];облажаться;verb
scrutiny;[ʹskru:tını];контроль;noun
seal;[si:l];печать;noun
seal;[si:l];запечатать;verb
secular;[ʹsekjʋlə];светский;adjective
seemingly;[ʹsi:mıŋlı];казалось бы;adverb
segment;[ʹsegmənt];сегмент;noun
seize;[si:z];захватить;verb
seldom;[ʹseldəm];редко;adverb
selective;[sıʹlektıv];избирательный;adjective
senator;[ʹsenətə];сенатор;noun
sensation;[senʹseıʃ(ə)n];ощущение;noun
sensitivity;[͵sensıʹtıvıtı];чувствительность;noun
sentiment;[ʹsentımənt];настроение;noun
separation;[͵sepəʹreıʃ(ə)n];разделение;noun
serial;[ʹsı(ə)rıəl];серийный;adjective
set-up;[set]-[ʌp];настройка;noun
settlement;[ʹsetlmənt];урегулирование;noun
sexuality;[͵sekʃʋʹælıtı];сексуальность;noun
shareholder;[ʹʃeə͵həʋldə];акционер;noun
shatter;[ʹʃætə];разрушить;verb
shed;[ʃed];пролить;verb
sheer;[ʃıə];чистый;adjective
shipping;[ʹʃıpıŋ];доставка;noun
shoot;[ʃu:t];съемка;noun
shrink;[ʃrıŋk];сокращаться;verb
shrug;[ʃrʌg];пожать плечами;verb
sigh;[saı];вздох;noun
sigh;[saı];вздыхать;verb
simulate;[ʹsımjʋleıt];имитировать;verb
simulation;[͵sımjʋʹleıʃ(ə)n];моделирование;noun
simultaneously;[sım(ə)lʹteınıəslı];одновременно;adverb
sin;[sın];грех;noun
situated;[ʹsıtʃʋeıtıd];расположенный;adjective
sketch;[sketʃ];эскиз;noun
skip;[skıp];пропустить;verb
slam;[slæm];хлопать;verb
slap;[slæp];ударить;verb
slash;[slæʃ];сократить;verb
slavery;[ʹsleıv(ə)rı];рабство;noun
slot;[slɒt];слот;noun
smash;[smæʃ];разбить;verb
snap;[snæp];щелкнуть;verb
soak;[səʋk];замочить;verb
soar;[sɔ:];парить;verb
socialist;[ʹsəʋʃ(ə)lıst];социалистический;adjective
sole;[səʋl];единственный;adjective
solely;[ʹsəʋllı];исключительно;adverb
solicitor;[səʹlısıtə];адвокат;noun
solidarity;[͵sɒlıʹdærıtı];солидарность;noun
solo;[ʹsəʋləʋ];сольный;adjective
solo;[ʹsəʋləʋ];соло;noun
